EI,WI,EC,WC,EA,WA,AM,LC,MC,ND,PfW,SE,E,A,C,N,O,Test-1,Test-2,Test-3,BXI,CXI,TXI,Composite,Final Label
5.0,2.0,3.0,7.0,7.0,8.0,5.0,1.0,5.0,2.0,3.33,5.0,20.0,20.0,36.0,32.0,24.0,50,50,48,150,148,119.0,62.82679738562092,1
6.0,4.0,5.0,1.0,5.0,5.0,3.67,2.0,4.5,5.0,1.67,2.25,22.0,21.0,28.0,29.0,22.0,54,46,46,154,154,125.0,71.19125427948958,1
7.0,2.0,7.0,5.0,7.0,3.0,1.67,4.25,4.75,0.0,4.67,3.0,23.0,22.0,36.0,29.0,22.0,52,50,48,154,152,122.0,68.42514783691254,1
6.0,0.0,3.0,6.0,4.0,2.0,5.0,2.5,5.0,4.0,4.33,4.5,21.0,31.0,31.0,27.0,32.0,50,56,42,156,142,118.0,62.068160597572366,1
6.0,4.0,6.0,4.0,6.0,5.0,1.67,2.0,5.0,0.0,5.0,2.5,27.0,21.0,37.0,33.0,27.0,58,44,46,160,162,134.0,83.2477435418612,2
7.0,0.0,3.0,3.0,6.0,6.0,5.0,-1.5,4.75,2.0,5.0,2.0,13.0,26.0,38.0,33.0,24.0,52,48,48,152,152,124.0,68.68969810146282,1
6.0,6.0,4.0,4.0,8.0,7.0,4.0,2.75,4.5,2.5,5.0,1.5,20.0,20.0,36.0,34.0,28.0,56,50,48,162,160,132.0,82.00280112044818,2
9.0,4.0,5.0,2.0,7.0,7.0,1.67,0.0,5.0,-5.0,5.0,5.0,14.0,27.0,32.0,32.0,19.0,48,48,46,144,142,114.0,54.13165266106443,1
5.0,5.0,6.0,3.0,7.0,6.0,4.67,1.75,3.75,4.0,1.67,4.5,22.0,27.0,35.0,32.0,27.0,52,50,46,154,150,122.0,67.4447556800498,1
9.0,9.0,6.0,5.0,9.0,9.0,5.0,4.25,2.25,0.5,5.0,1.25,24.0,36.0,36.0,32.0,36.0,48,48,44,144,140,114.0,53.15126050420169,1
5.0,9.0,4.0,5.0,8.0,9.0,3.0,1.5,4.0,5.0,5.0,2.0,21.0,30.0,29.0,34.0,26.0,50,50,46,150,146,119.0,61.84640522875818,1
9.0,5.0,5.0,5.0,6.0,5.0,2.0,1.75,4.5,-1.0,4.33,1.5,24.0,32.0,31.0,31.0,19.0,54,44,44,152,152,126.0,69.880174291939,1
5.0,5.0,2.0,5.0,7.0,8.0,3.67,2.25,4.5,4.0,2.67,1.5,23.0,23.0,28.0,28.0,26.0,50,48,46,148,146,118.0,60.32524120759416,1
9.0,7.0,5.0,1.0,6.0,7.0,1.67,0.0,5.0,5.0,4.67,4.25,21.0,24.0,37.0,33.0,20.0,50,52,48,152,148,118.0,63.15748521630875,1
5.0,6.0,2.0,6.0,6.0,5.0,3.0,4.25,4.25,4.0,4.67,1.75,23.0,21.0,30.0,22.0,23.0,56,54,48,166,160,131.0,83.25941487706194,2
3.0,1.0,1.0,7.0,3.0,4.0,2.33,-0.25,4.75,4.5,5.0,4.75,22.0,30.0,29.0,23.0,18.0,46,52,48,144,140,110.0,50.7703081232493,1
5.0,9.0,7.0,8.0,6.0,6.0,4.67,2.5,4.25,5.0,2.0,4.25,35.0,31.0,40.0,40.0,20.0,50,52,44,152,144,118.0,61.19670090258327,1
5.0,8.0,4.0,2.0,7.0,7.0,-1.67,2.75,4.25,2.0,4.33,4.0,34.0,30.0,39.0,31.0,25.0,48,50,46,146,142,114.0,55.05757858699035,1
7.0,6.0,8.0,5.0,8.0,5.0,5.0,2.0,2.25,5.0,5.0,-1.5,25.0,21.0,26.0,23.0,23.0,54,48,48,156,156,128.0,74.88328664799253,1
6.0,7.0,6.0,8.0,6.0,6.0,4.67,2.5,5.0,4.5,5.0,5.0,37.0,28.0,36.0,40.0,28.0,56,56,46,168,158,132.0,83.80018674136322,2
7.0,8.0,6.0,8.0,9.0,8.0,4.0,0.5,4.25,1.0,5.0,4.5,27.0,24.0,36.0,38.0,32.0,48,52,44,148,140,114.0,55.003112356053535,1
7.0,7.0,7.0,5.0,7.0,5.0,5.0,2.0,2.25,5.0,5.0,1.0,25.0,20.0,28.0,23.0,22.0,58,48,48,164,164,136.0,87.27046374105198,2
5.0,3.0,3.0,3.0,3.0,6.0,1.33,0.5,1.75,4.5,3.33,0.25,30.0,17.0,27.0,31.0,29.0,48,42,44,138,140,113.0,49.778244631185814,1
6.0,2.0,6.0,9.0,8.0,3.0,3.0,2.75,2.75,3.5,4.33,3.75,21.0,33.0,40.0,29.0,27.0,48,50,46,146,142,115.0,55.652816682228455,1
7.0,2.0,7.0,6.0,9.0,4.0,4.33,3.0,4.5,3.5,4.0,2.25,22.0,31.0,36.0,28.0,27.0,56,52,46,164,158,132.0,81.94833488951137,2
7.0,7.0,5.0,4.0,9.0,8.0,3.33,3.75,3.5,0.0,1.67,0.0,23.0,31.0,37.0,31.0,26.0,56,42,46,154,158,129.0,75.53299097416745,2
6.0,8.0,6.0,3.0,9.0,9.0,4.0,2.75,4.75,2.5,4.67,1.5,17.0,28.0,40.0,37.0,23.0,50,50,48,150,148,120.0,63.42203548085901,1
3.0,4.0,6.0,5.0,6.0,5.0,4.0,2.5,5.0,2.5,4.33,1.5,18.0,24.0,36.0,30.0,28.0,56,48,48,160,160,132.0,81.07687519452226,2
8.0,9.0,7.0,8.0,6.0,6.0,1.67,0.0,3.75,2.5,5.0,3.75,20.0,18.0,36.0,32.0,28.0,48,44,48,140,144,114.0,53.26019296607532,1
6.0,6.0,3.0,5.0,6.0,7.0,1.67,2.5,4.0,-1.0,2.33,-1.0,17.0,25.0,26.0,37.0,18.0,56,40,46,152,158,128.0,74.01182695300344,1
7.0,8.0,6.0,7.0,5.0,5.0,-0.33,-0.25,2.25,2.5,1.0,2.0,24.0,31.0,31.0,38.0,26.0,56,36,44,148,156,128.0,71.17958294428882,1
6.0,6.0,5.0,8.0,8.0,4.0,4.67,5.0,5.0,0.0,5.0,5.0,30.0,28.0,33.0,31.0,31.0,54,56,42,164,150,126.0,74.45533769063182,1
5.0,4.0,3.0,2.0,6.0,6.0,1.0,-1.0,3.5,-2.0,3.67,4.5,24.0,27.0,39.0,28.0,25.0,52,44,48,148,152,121.0,65.05213196389668,1
7.0,4.0,3.0,2.0,6.0,5.0,1.67,0.5,4.5,4.0,4.0,2.5,17.0,30.0,35.0,31.0,22.0,54,48,46,156,154,126.0,72.7124183006536,1
7.0,2.0,3.0,6.0,5.0,3.0,5.0,0.0,5.0,5.0,5.0,4.25,21.0,23.0,28.0,25.0,20.0,52,56,48,160,152,124.0,72.39340180516652,1
7.0,2.0,4.0,5.0,7.0,3.0,4.33,0.0,4.75,5.0,5.0,5.0,25.0,27.0,28.0,27.0,20.0,52,56,46,160,150,124.0,71.41300964830377,1
6.0,3.0,4.0,6.0,8.0,5.0,4.33,0.0,5.0,0.0,5.0,5.0,21.0,21.0,28.0,21.0,20.0,56,52,48,164,160,132.0,82.9287270463741,2
7.0,3.0,7.0,3.0,5.0,6.0,1.67,-2.25,5.0,0.0,4.67,2.25,18.0,30.0,34.0,31.0,22.0,56,44,46,156,158,130.0,77.05415499533146,2
4.0,4.0,4.0,1.0,5.0,4.0,1.67,1.75,4.75,5.0,4.67,4.75,20.0,25.0,18.0,15.0,31.0,52,52,44,156,148,120.0,66.1998132586368,1
5.0,7.0,8.0,6.0,6.0,4.0,2.0,0.5,4.25,2.0,3.33,2.0,22.0,18.0,17.0,24.0,16.0,54,42,46,150,154,125.0,69.33940242763774,1
5.0,6.0,4.0,2.0,7.0,8.0,2.33,5.0,5.0,5.0,5.0,4.75,26.0,35.0,40.0,36.0,31.0,52,56,42,160,146,120.0,67.0712729536259,1
7.0,7.0,3.0,3.0,8.0,8.0,5.0,4.25,5.0,5.0,5.0,4.75,29.0,36.0,39.0,34.0,30.0,52,60,44,164,148,124.0,72.28446934329288,1
6.0,5.0,6.0,4.0,6.0,5.0,1.67,-0.25,4.75,4.5,5.0,5.0,23.0,26.0,31.0,22.0,23.0,58,52,48,168,164,134.0,87.93183940242764,2
7.0,7.0,5.0,4.0,9.0,8.0,3.33,3.75,3.5,0.0,1.67,0.0,23.0,31.0,37.0,31.0,26.0,56,42,46,154,158,129.0,75.53299097416745,2
5.0,9.0,4.0,3.0,9.0,9.0,5.0,5.0,2.5,0.0,5.0,2.5,29.0,20.0,36.0,36.0,28.0,48,48,46,144,142,116.0,55.322128851540626,1
6.0,6.0,5.0,6.0,6.0,5.0,1.67,2.5,5.0,5.0,5.0,-2.5,20.0,12.0,32.0,32.0,28.0,60,48,46,168,166,138.0,91.29318394024277,2
6.0,9.0,4.0,6.0,6.0,6.0,-1.67,2.5,5.0,5.0,5.0,2.5,20.0,24.0,40.0,32.0,32.0,56,48,46,160,158,128.0,77.71553065670712,2
6.0,4.0,4.0,3.0,4.0,4.0,1.67,0.0,5.0,5.0,1.67,5.0,28.0,12.0,28.0,28.0,24.0,56,48,44,160,156,128.0,76.73513849984438,2
2.0,5.0,3.0,7.0,6.0,2.0,-1.67,2.25,3.5,0.0,3.0,-1.25,28.0,16.0,29.0,16.0,21.0,50,40,46,140,146,117.0,56.02629940865236,1
4.0,4.0,4.0,5.0,7.0,3.0,5.0,2.5,2.5,0.0,5.0,2.5,32.0,18.0,27.0,19.0,19.0,50,44,46,144,146,120.0,59.66386554621849,1
6.0,4.0,9.0,7.0,5.0,8.0,5.0,0.25,5.0,5.0,5.0,2.75,24.0,33.0,40.0,30.0,19.0,52,54,46,158,150,124.0,70.48708372237785,1
8.0,9.0,7.0,5.0,6.0,8.0,5.0,2.0,5.0,5.0,5.0,5.0,16.0,36.0,36.0,32.0,27.0,50,56,46,156,146,120.0,65.21942110177405,1
6.0,8.0,6.0,2.0,5.0,7.0,5.0,2.75,4.75,5.0,5.0,3.25,16.0,28.0,40.0,30.0,32.0,52,56,46,160,150,122.0,70.22253345782758,1
3.0,3.0,3.0,3.0,9.0,6.0,5.0,2.5,2.5,5.0,5.0,5.0,22.0,24.0,30.0,29.0,16.0,50,52,46,152,146,120.0,63.36756924992219,1
4.0,5.0,5.0,2.0,7.0,5.0,1.67,2.5,5.0,4.5,1.67,5.0,22.0,21.0,33.0,36.0,23.0,52,48,46,152,150,120.0,65.3283535636477,1
9.0,3.0,3.0,5.0,3.0,6.0,5.0,-0.25,4.75,5.0,5.0,3.0,13.0,20.0,36.0,26.0,16.0,48,54,48,150,144,116.0,59.080298786181146,1
6.0,9.0,7.0,7.0,6.0,5.0,1.67,0.0,5.0,5.0,5.0,5.0,21.0,31.0,36.0,37.0,24.0,56,52,46,164,158,130.0,80.75785869903518,2
5.0,4.0,8.0,7.0,5.0,5.0,2.0,-1.0,2.0,2.5,4.67,-1.75,19.0,33.0,37.0,31.0,14.0,52,40,46,144,150,122.0,62.815126050420176,1
4.0,4.0,2.0,4.0,7.0,4.0,4.33,0.75,5.0,4.0,4.67,2.5,15.0,21.0,36.0,26.0,14.0,52,52,48,156,152,124.0,70.54154995331467,1
6.0,2.0,4.0,5.0,7.0,5.0,5.0,0.0,5.0,0.0,5.0,4.25,29.0,25.0,28.0,24.0,20.0,56,52,46,164,158,132.0,81.94833488951137,2
5.0,2.0,7.0,1.0,7.0,6.0,1.67,1.25,2.5,4.0,4.0,2.75,18.0,31.0,38.0,29.0,21.0,50,46,46,146,146,118.0,59.39931528166822,1
5.0,3.0,2.0,5.0,5.0,3.0,3.67,0.25,4.0,2.5,4.33,1.75,11.0,21.0,36.0,30.0,12.0,50,46,48,146,148,119.0,60.97494553376907,1
6.0,1.0,7.0,6.0,6.0,1.0,-1.67,2.25,2.75,4.5,4.67,4.0,15.0,20.0,16.0,25.0,20.0,52,50,46,154,150,122.0,67.4447556800498,1
2.0,0.0,2.0,1.0,3.0,1.0,1.67,0.0,3.75,0.0,4.67,4.5,15.0,18.0,31.0,35.0,25.0,40,46,46,126,126,98.0,28.431372549019613,0
6.0,9.0,7.0,7.0,6.0,5.0,1.67,0.0,5.0,5.0,5.0,5.0,21.0,31.0,36.0,37.0,24.0,56,52,46,164,158,130.0,80.75785869903518,2
4.0,1.0,3.0,2.0,5.0,4.0,0.33,-1.75,4.0,-3.0,1.33,-0.25,11.0,16.0,36.0,18.0,15.0,50,40,50,140,150,116.0,57.391845627139745,1
5.0,4.0,6.0,5.0,5.0,6.0,1.67,0.0,0.0,0.0,5.0,5.0,19.0,34.0,22.0,19.0,19.0,56,44,44,156,156,130.0,76.07376283846872,2
6.0,9.0,7.0,6.0,6.0,5.0,1.67,0.0,5.0,5.0,5.0,5.0,21.0,31.0,36.0,37.0,24.0,56,52,46,164,158,130.0,80.75785869903518,2
4.0,3.0,5.0,5.0,6.0,5.0,0.33,0.0,-1.0,0.0,-1.33,-1.0,14.0,22.0,29.0,22.0,11.0,56,36,48,148,160,128.0,73.14036725801431,1
5.0,4.0,5.0,3.0,5.0,6.0,1.67,-1.0,0.0,0.0,5.0,2.5,24.0,28.0,32.0,23.0,20.0,54,40,48,148,156,126.0,69.98910675381265,1
4.0,5.0,3.0,7.0,5.0,2.0,1.33,2.0,0.0,-1.0,-1.67,0.5,17.0,18.0,11.0,23.0,17.0,50,36,46,136,146,116.0,53.57920946156241,1
3.0,3.0,5.0,3.0,4.0,6.0,1.0,-1.25,3.25,0.0,5.0,5.0,20.0,30.0,32.0,23.0,19.0,54,46,48,154,156,126.0,72.7668845315904,1
4.0,6.0,4.0,7.0,5.0,5.0,0.33,-0.25,4.75,4.0,4.0,4.25,21.0,30.0,33.0,29.0,18.0,58,52,46,168,162,134.0,86.9514472455649,2
3.0,1.0,7.0,4.0,5.0,4.0,-2.0,-0.25,3.0,0.5,-2.0,-0.25,18.0,18.0,17.0,24.0,24.0,54,38,46,146,154,124.0,66.89231248054777,1
3.0,5.0,8.0,7.0,7.0,5.0,1.67,1.25,4.25,0.0,2.67,1.25,27.0,31.0,38.0,19.0,34.0,50,42,44,142,144,115.0,54.78135698723935,1
8.0,4.0,6.0,6.0,9.0,5.0,2.67,1.25,4.5,4.5,4.0,5.0,29.0,35.0,38.0,25.0,34.0,52,54,44,158,148,121.0,67.7209772798008,1
6.0,6.0,6.0,2.0,4.0,1.0,2.0,-1.75,3.5,-0.5,4.0,4.5,20.0,29.0,35.0,40.0,31.0,54,46,44,154,152,124.0,69.61562402738875,1
7.0,5.0,6.0,6.0,8.0,6.0,3.0,0.0,4.75,2.5,5.0,3.25,20.0,31.0,29.0,31.0,29.0,56,48,44,160,156,131.0,78.52085278555867,2
7.0,4.0,5.0,4.0,9.0,3.0,4.0,2.5,3.5,3.5,3.33,0.25,17.0,31.0,31.0,24.0,20.0,52,46,46,150,150,123.0,66.18814192343605,1
4.0,6.0,3.0,4.0,9.0,5.0,4.67,2.75,4.75,3.5,5.0,5.0,14.0,26.0,30.0,35.0,28.0,54,56,46,164,154,128.0,77.60659819483348,2
7.0,7.0,7.0,2.0,5.0,5.0,5.0,4.5,4.0,5.0,5.0,2.5,24.0,29.0,40.0,40.0,36.0,58,56,46,172,162,134.0,88.80329909741674,2
6.0,4.0,5.0,4.0,9.0,6.0,3.33,3.75,2.25,0.5,2.33,2.25,32.0,30.0,40.0,40.0,28.0,56,40,46,152,158,129.0,74.60706504824152,1
7.0,1.0,7.0,4.0,8.0,3.0,2.0,2.25,4.25,0.5,4.67,4.25,24.0,33.0,38.0,25.0,26.0,50,48,48,148,148,118.0,61.3056333644569,1
8.0,4.0,6.0,5.0,6.0,5.0,2.0,3.75,4.25,0.0,2.33,1.75,18.0,31.0,34.0,39.0,12.0,54,42,44,150,152,124.0,67.7637721755369,1
9.0,1.0,6.0,2.0,8.0,2.0,0.33,0.5,3.75,2.5,5.0,2.5,21.0,25.0,33.0,37.0,26.0,44,42,46,130,134,106.0,38.96669779022721,0
5.0,2.0,6.0,7.0,7.0,4.0,2.67,2.5,2.25,0.0,5.0,4.5,27.0,31.0,39.0,28.0,28.0,54,46,44,154,152,127.0,71.40133831310303,1
7.0,3.0,4.0,5.0,8.0,5.0,5.0,2.75,4.25,2.5,4.67,4.0,20.0,24.0,40.0,36.0,16.0,56,54,48,166,160,132.0,83.85465297230003,2
6.0,3.0,6.0,4.0,9.0,4.0,1.33,1.75,4.5,4.0,5.0,4.0,27.0,32.0,33.0,40.0,27.0,56,52,42,164,154,130.0,78.79707438530967,2
7.0,2.0,5.0,3.0,8.0,2.0,5.0,2.25,4.5,4.0,4.67,3.75,26.0,32.0,37.0,31.0,27.0,50,54,44,154,144,120.0,63.31310301898537,1
8.0,9.0,5.0,8.0,8.0,6.0,1.67,1.25,4.25,0.0,2.67,1.25,27.0,31.0,38.0,19.0,34.0,46,42,44,134,136,107.0,42.39417989417989,1
6.0,4.0,4.0,5.0,7.0,6.0,2.67,1.25,4.5,4.5,4.0,5.0,29.0,35.0,38.0,25.0,34.0,56,54,44,166,156,129.0,80.10815437286026,2
7.0,5.0,6.0,3.0,5.0,3.0,2.0,-1.75,3.5,-0.5,4.0,4.5,20.0,29.0,35.0,40.0,31.0,52,46,44,150,148,120.0,63.42203548085901,1
7.0,9.0,3.0,5.0,9.0,7.0,3.0,0.0,4.75,2.5,5.0,3.25,20.0,31.0,29.0,31.0,29.0,50,48,44,148,144,119.0,59.94008714596951,1
4.0,7.0,3.0,4.0,9.0,5.0,4.0,2.5,3.5,3.5,3.33,0.25,17.0,31.0,31.0,24.0,20.0,54,46,46,154,154,127.0,72.38173046996576,1
7.0,5.0,6.0,4.0,9.0,7.0,4.67,2.75,4.75,3.5,5.0,5.0,14.0,26.0,30.0,35.0,28.0,54,56,46,164,154,128.0,77.60659819483348,2
6.0,9.0,5.0,1.0,5.0,6.0,5.0,4.5,4.0,5.0,5.0,2.5,24.0,29.0,40.0,40.0,36.0,52,56,46,160,150,122.0,70.22253345782758,1
7.0,5.0,6.0,5.0,8.0,8.0,3.33,3.75,2.25,0.5,2.33,2.25,32.0,30.0,40.0,40.0,28.0,54,40,46,148,154,125.0,68.4134765017118,1
8.0,2.0,5.0,5.0,9.0,6.0,2.0,2.25,4.25,0.5,4.67,4.25,24.0,33.0,38.0,25.0,26.0,52,48,48,152,152,122.0,67.49922191098662,1
9.0,7.0,3.0,3.0,6.0,5.0,2.0,3.75,4.25,0.0,2.33,1.75,18.0,31.0,34.0,39.0,12.0,52,42,44,146,148,120.0,61.57018362900717,1
5.0,0.0,4.0,3.0,7.0,6.0,0.33,0.5,3.75,2.5,5.0,2.5,21.0,25.0,33.0,37.0,26.0,50,42,46,142,146,118.0,57.547463429816375,1
7.0,1.0,7.0,8.0,7.0,6.0,2.67,2.5,2.25,0.0,5.0,4.5,27.0,31.0,39.0,28.0,28.0,50,46,44,146,144,119.0,59.014161220043576,1
6.0,1.0,7.0,4.0,9.0,6.0,5.0,2.75,4.25,2.5,4.67,4.0,20.0,24.0,40.0,36.0,16.0,54,54,48,162,156,128.0,77.6610644257703,2
7.0,5.0,6.0,3.0,8.0,6.0,1.33,1.75,4.5,4.0,5.0,4.0,27.0,32.0,33.0,40.0,27.0,54,52,42,160,150,126.0,72.60348583877997,1
5.0,1.0,3.0,5.0,9.0,4.0,5.0,2.25,4.5,4.0,4.67,3.75,26.0,32.0,37.0,31.0,27.0,50,54,44,154,144,120.0,63.31310301898537,1
7.0,3.0,5.0,4.0,8.0,6.0,5.0,-1.5,4.75,3.5,5.0,0.0,21.0,24.0,36.0,36.0,27.0,56,50,48,162,160,132.0,82.00280112044818,2
7.0,6.0,5.0,8.0,8.0,5.0,1.33,0.75,3.25,0.5,3.67,-2.0,22.0,30.0,32.0,29.0,14.0,54,40,46,148,154,125.0,68.4134765017118,1
6.0,4.0,5.0,5.0,4.0,7.0,2.0,0.75,3.25,1.5,3.0,1.5,22.0,32.0,36.0,36.0,28.0,56,40,46,152,158,129.0,74.60706504824152,1
5.0,4.0,5.0,8.0,8.0,4.0,3.33,1.75,4.75,2.5,3.67,2.25,23.0,32.0,35.0,34.0,20.0,50,44,44,144,144,118.0,57.49299719887956,1
7.0,6.0,3.0,3.0,5.0,7.0,3.67,1.75,4.75,4.5,5.0,2.25,28.0,32.0,35.0,37.0,29.0,54,50,42,158,150,127.0,72.27279800809212,1
9.0,4.0,4.0,3.0,6.0,4.0,2.67,0.5,3.25,1.5,4.33,3.0,21.0,25.0,32.0,34.0,26.0,52,46,46,150,150,123.0,66.18814192343605,1
6.0,5.0,8.0,2.0,3.0,5.0,4.67,2.25,5.0,5.0,4.67,4.25,29.0,32.0,39.0,28.0,36.0,48,56,42,152,138,114.0,55.874572051042634,1
7.0,8.0,8.0,9.0,7.0,6.0,2.0,-0.25,3.25,5.0,4.33,3.5,20.0,22.0,27.0,7.0,26.0,46,48,48,140,140,110.0,48.91845627139745,1
7.0,7.0,4.0,7.0,8.0,5.0,1.67,0.0,4.25,3.0,5.0,4.75,20.0,30.0,32.0,26.0,30.0,58,50,46,166,162,134.0,86.02552131963898,2
6.0,8.0,4.0,1.0,9.0,7.0,5.0,2.25,5.0,4.5,5.0,4.25,21.0,27.0,36.0,34.0,15.0,48,56,48,152,144,116.0,60.00622471210707,1
5.0,2.0,3.0,4.0,5.0,2.0,1.33,-1.0,4.0,3.0,4.33,3.75,15.0,28.0,38.0,33.0,27.0,50,48,48,148,148,118.0,61.3056333644569,1
7.0,3.0,6.0,5.0,6.0,7.0,4.67,4.0,5.0,4.5,4.67,4.0,25.0,35.0,36.0,39.0,26.0,56,60,46,172,158,132.0,85.65203859321507,2
7.0,2.0,4.0,3.0,8.0,5.0,5.0,-0.25,5.0,4.0,5.0,4.75,27.0,34.0,40.0,29.0,27.0,54,56,44,164,152,128.0,76.62620603797075,2
4.0,4.0,4.0,3.0,7.0,5.0,4.33,4.75,4.5,3.5,2.0,4.5,31.0,29.0,40.0,38.0,28.0,52,54,46,158,150,122.0,69.29660753190164,1
8.0,7.0,8.0,5.0,8.0,5.0,4.67,3.5,5.0,5.0,4.33,4.25,22.0,22.0,38.0,36.0,21.0,50,58,48,158,148,120.0,67.12573918456272,1
8.0,6.0,7.0,1.0,8.0,6.0,1.67,2.0,3.25,3.0,4.33,3.5,20.0,21.0,35.0,24.0,27.0,50,46,48,146,148,118.0,60.37970743853098,1
8.0,3.0,6.0,8.0,9.0,8.0,3.67,2.75,5.0,4.0,4.67,5.0,24.0,31.0,40.0,30.0,28.0,46,56,46,148,138,111.0,52.237005913476516,1
7.0,7.0,3.0,3.0,7.0,6.0,5.0,0.0,5.0,5.0,5.0,5.0,20.0,24.0,24.0,8.0,28.0,54,56,46,164,154,128.0,77.60659819483348,2
6.0,6.0,6.0,6.0,9.0,5.0,2.0,4.5,4.5,3.5,5.0,3.25,29.0,31.0,39.0,35.0,32.0,58,52,42,168,158,132.0,83.80018674136322,2
7.0,6.0,9.0,2.0,3.0,6.0,4.0,1.75,2.75,4.5,3.0,0.0,28.0,23.0,21.0,1.0,23.0,50,48,44,148,144,119.0,59.94008714596951,1
6.0,0.0,5.0,3.0,8.0,3.0,4.33,0.0,3.75,5.0,4.33,4.5,21.0,26.0,30.0,23.0,26.0,48,54,48,150,144,116.0,59.080298786181146,1
8.0,7.0,9.0,7.0,5.0,4.0,4.33,2.0,3.5,4.0,5.0,4.0,24.0,30.0,36.0,28.0,21.0,52,54,48,158,152,124.0,71.46747587924058,1
5.0,6.0,5.0,6.0,5.0,5.0,1.0,0.0,2.75,4.5,3.33,2.25,19.0,28.0,36.0,25.0,29.0,58,44,50,160,166,133.0,84.61328976034858,2
5.0,4.0,6.0,2.0,7.0,2.0,2.0,1.75,3.75,4.0,3.33,2.0,25.0,28.0,24.0,32.0,8.0,48,44,44,140,140,113.0,50.70417055711174,1
6.0,0.0,2.0,1.0,5.0,4.0,3.67,2.0,4.25,0.0,4.67,2.5,17.0,30.0,35.0,32.0,22.0,50,46,46,146,146,119.0,59.994553376906325,1
7.0,3.0,6.0,8.0,9.0,4.0,1.33,3.75,4.0,3.0,4.0,3.75,21.0,21.0,30.0,26.0,19.0,52,50,46,154,150,122.0,67.4447556800498,1
6.0,1.0,1.0,8.0,3.0,5.0,1.33,1.5,3.25,2.5,4.0,1.25,14.0,23.0,15.0,23.0,26.0,44,42,46,130,134,106.0,38.96669779022721,0
6.0,9.0,7.0,2.0,6.0,7.0,2.33,1.5,5.0,3.5,2.33,2.5,21.0,29.0,34.0,8.0,24.0,52,42,48,146,152,120.0,63.53096794273265,1
4.0,3.0,5.0,4.0,1.0,2.0,4.33,-0.5,4.5,4.0,1.67,4.0,25.0,28.0,39.0,36.0,30.0,48,52,48,148,144,114.0,56.96389666977903,1
6.0,4.0,6.0,4.0,7.0,5.0,1.67,2.25,3.25,3.0,5.0,2.25,24.0,33.0,37.0,29.0,26.0,56,44,46,156,158,130.0,77.05415499533146,2
6.0,5.0,4.0,3.0,8.0,6.0,4.33,1.75,4.0,4.0,3.0,2.75,20.0,26.0,39.0,27.0,35.0,54,52,46,160,154,125.0,73.96903205726736,1
5.0,3.0,5.0,3.0,5.0,6.0,1.33,2.25,1.75,0.0,4.0,1.5,28.0,30.0,34.0,36.0,17.0,54,40,44,148,152,126.0,68.02832244008715,1
8.0,6.0,6.0,6.0,6.0,2.0,1.67,0.0,5.0,5.0,5.0,5.0,13.0,15.0,14.0,24.0,27.0,52,52,46,156,150,122.0,68.37068160597572,1
9.0,0.0,0.0,7.0,3.0,3.0,5.0,-2.5,3.75,5.0,5.0,5.0,22.0,34.0,39.0,39.0,31.0,40,54,44,134,124,98.0,31.15468409586057,0
5.0,4.0,7.0,6.0,5.0,4.0,1.67,1.25,5.0,0.0,5.0,5.0,16.0,20.0,15.0,26.0,21.0,56,48,44,160,156,130.0,77.92561469032057,2
4.0,1.0,4.0,2.0,3.0,2.0,5.0,2.5,3.75,0.0,1.67,2.5,21.0,28.0,23.0,18.0,33.0,44,42,44,130,132,104.0,36.79582944288827,0
8.0,8.0,7.0,5.0,4.0,7.0,5.0,5.0,5.0,0.0,3.33,0.0,24.0,28.0,34.0,28.0,24.0,50,50,46,150,146,119.0,61.84640522875818,1
4.0,2.0,5.0,8.0,1.0,1.0,1.67,0.0,2.25,5.0,5.0,5.0,24.0,20.0,31.0,26.0,23.0,44,48,46,136,134,106.0,41.74447556800498,1
6.0,3.0,3.0,6.0,1.0,4.0,5.0,1.25,5.0,5.0,5.0,5.0,23.0,24.0,32.0,34.0,22.0,52,56,46,160,150,124.0,71.41300964830377,1
8.0,8.0,8.0,5.0,4.0,7.0,5.0,5.0,5.0,0.0,5.0,0.0,28.0,36.0,40.0,32.0,32.0,46,52,42,144,134,110.0,47.82913165266107,1
9.0,3.0,2.0,8.0,5.0,1.0,1.67,0.0,5.0,5.0,5.0,5.0,13.0,11.0,24.0,22.0,22.0,44,52,46,140,134,106.0,43.596327419856834,1
9.0,3.0,5.0,8.0,6.0,2.0,5.0,0.0,2.5,5.0,5.0,5.0,22.0,34.0,39.0,39.0,31.0,46,52,44,144,136,110.0,48.80952380952382,1
3.0,4.0,4.0,8.0,6.0,5.0,5.0,2.25,1.5,1.0,3.33,2.75,28.0,23.0,22.0,27.0,29.0,52,44,42,148,146,123.0,63.301431683784635,1
5.0,0.0,0.0,2.0,4.0,4.0,5.0,2.5,5.0,5.0,5.0,5.0,12.0,23.0,40.0,40.0,32.0,48,56,46,152,142,114.0,57.83535636476814,1
2.0,1.0,3.0,0.0,5.0,6.0,4.0,4.5,2.75,-5.0,4.0,4.0,17.0,16.0,34.0,30.0,33.0,48,54,44,150,140,114.0,55.92903828197946,1
4.0,5.0,3.0,6.0,6.0,0.0,2.0,0.25,4.75,5.0,5.0,5.0,27.0,19.0,11.0,20.0,18.0,50,52,44,152,144,118.0,61.19670090258327,1
